jahr,demographie_szenario,rentenalter_szenario,regelaltersgrenze,verschobene_kohorten_mio,personen_20_66_adj_mio,personen_ab_rentenalter_adj_mio,ausgaben_adj_mrd_euro,beitragsbasis_reform_adj_mrd_euro,bestandsschutz_zuschuss_mrd_euro,sonstige_einnahmen_mrd_euro,erforderlicher_beitragssatz,notiz
2027,jung,status_quo_67,67.000,0.000,50.445,17.668,431.952,1789.493,99.104,3.356,0.184126,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2027,jung,finnland_ratio_light,67.000,0.000,50.445,17.668,431.952,1789.493,99.104,3.356,0.184126,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2027,jung,daenemark_2040,67.000,0.000,50.445,17.668,431.952,1789.493,99.104,3.356,0.184126,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2028,jung,status_quo_67,67.000,0.000,50.193,17.926,450.516,1825.074,103.363,3.440,0.188328,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2028,jung,finnland_ratio_light,67.125,0.119,50.311,17.807,447.531,1829.392,103.363,3.440,0.186252,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2028,jung,daenemark_2040,67.333,0.317,50.509,17.609,442.557,1836.588,103.363,3.440,0.182814,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2029,jung,status_quo_67,67.000,0.000,49.941,18.183,469.781,1861.315,107.783,3.526,0.192591,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2029,jung,finnland_ratio_light,67.250,0.238,50.178,17.946,463.645,1870.166,107.783,3.526,0.188398,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2029,jung,daenemark_2040,67.667,0.633,50.574,17.550,453.419,1884.919,107.783,3.526,0.181498,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2030,jung,status_quo_67,67.000,0.000,49.689,18.441,489.772,1917.438,97.858,3.614,0.202510,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2030,jung,finnland_ratio_light,67.375,0.356,50.045,18.084,480.311,1931.185,97.858,3.614,0.196169,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2030,jung,daenemark_2040,68.000,0.950,50.639,17.491,464.541,1954.097,97.858,3.614,0.185799,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2031,jung,status_quo_67,67.000,0.000,49.437,18.698,510.515,1975.004,93.199,3.704,0.209423,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2031,jung,finnland_ratio_light,67.500,0.475,49.912,18.223,497.546,1993.980,93.199,3.704,0.200926,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2031,jung,daenemark_2040,68.200,1.140,50.577,17.558,479.389,2020.547,93.199,3.704,0.189298,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2032,jung,status_quo_67,67.000,0.000,49.185,18.955,532.034,2034.046,88.574,3.797,0.216152,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2032,jung,finnland_ratio_light,67.625,0.594,49.779,18.362,515.369,2058.600,88.574,3.797,0.205479,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2032,jung,daenemark_2040,68.400,1.330,50.515,17.625,494.704,2089.047,88.574,3.797,0.192592,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2033,jung,status_quo_67,67.000,0.000,48.934,19.213,554.359,2094.595,83.992,3.892,0.222704,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2033,jung,finnland_ratio_light,67.750,0.713,49.646,18.500,533.801,2125.094,83.992,3.892,0.209834,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2033,jung,daenemark_2040,68.600,1.520,50.454,17.693,510.502,2159.659,83.992,3.892,0.195687,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2034,jung,status_quo_67,67.000,0.000,48.682,19.470,577.517,2156.686,79.464,3.989,0.229085,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2034,jung,finnland_ratio_light,67.875,0.831,49.513,18.639,552.861,2193.512,79.464,3.989,0.213998,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2034,jung,daenemark_2040,68.800,1.710,50.392,17.760,526.796,2232.442,79.464,3.989,0.198591,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2035,jung,status_quo_67,67.000,0.000,48.430,19.728,601.537,2220.352,75.003,4.089,0.235298,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2035,jung,finnland_ratio_light,68.000,0.950,49.380,18.778,572.570,2263.906,75.003,4.089,0.217976,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2035,jung,daenemark_2040,69.000,1.900,50.330,17.828,543.602,2307.461,75.003,4.089,0.201308,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2036,jung,status_quo_67,67.000,0.000,48.178,19.985,626.449,2266.001,70.625,4.191,0.243439,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2036,jung,finnland_ratio_light,68.100,1.045,49.223,18.940,593.693,2315.152,70.625,4.191,0.224123,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2036,jung,daenemark_2040,69.200,2.090,50.268,17.895,560.937,2364.302,70.625,4.191,0.205609,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2037,jung,status_quo_67,67.000,0.000,47.926,20.243,652.285,2312.524,66.341,4.296,0.251521,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2037,jung,finnland_ratio_light,68.200,1.140,49.066,19.103,615.550,2367.531,66.341,4.296,0.230161,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2037,jung,daenemark_2040,69.400,2.280,50.206,17.963,578.816,2422.538,66.341,4.296,0.209771,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2038,jung,status_quo_67,67.000,0.000,47.674,20.500,679.077,2359.935,62.165,4.403,0.259545,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2038,jung,finnland_ratio_light,68.300,1.235,48.909,19.265,638.166,2421.069,62.165,4.403,0.236093,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2038,jung,daenemark_2040,69.600,2.470,50.144,18.030,597.256,2482.202,62.165,4.403,0.213797,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2039,jung,status_quo_67,67.000,0.000,47.600,20.488,697.665,2417.269,58.108,4.513,0.262711,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2039,jung,finnland_ratio_light,68.400,1.330,48.930,19.158,652.374,2484.810,58.108,4.513,0.237343,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2039,jung,daenemark_2040,69.800,2.660,50.260,17.828,607.083,2552.351,58.108,4.513,0.213318,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2040,jung,status_quo_67,67.000,0.000,47.526,20.475,713.276,2475.988,54.176,4.626,0.264329,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2040,jung,finnland_ratio_light,68.500,1.425,48.951,19.050,663.634,2550.227,54.176,4.626,0.237168,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2040,jung,daenemark_2040,70.000,2.850,50.376,17.625,613.992,2624.466,54.176,4.626,0.211544,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2041,jung,status_quo_67,67.000,0.000,47.452,20.463,729.236,2536.126,50.374,4.742,0.265807,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2041,jung,finnland_ratio_light,68.600,1.520,48.972,18.943,675.066,2617.364,50.374,4.742,0.236861,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2041,jung,daenemark_2040,70.067,2.913,50.365,17.549,625.411,2691.833,50.374,4.742,0.211862,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2042,jung,status_quo_67,67.000,0.000,47.378,20.450,745.552,2597.716,46.704,4.860,0.267153,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2042,jung,finnland_ratio_light,68.700,1.615,48.993,18.835,686.674,2686.266,46.704,4.860,0.236429,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2042,jung,daenemark_2040,70.133,2.977,50.354,17.473,637.031,2760.926,46.704,4.860,0.212055,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2043,jung,status_quo_67,67.000,0.000,47.303,20.438,762.234,2660.793,43.166,4.982,0.268374,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2043,jung,finnland_ratio_light,68.800,1.710,49.013,18.728,698.458,2756.979,43.166,4.982,0.235878,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2043,jung,daenemark_2040,70.200,3.040,50.343,17.398,648.855,2831.791,43.166,4.982,0.212130,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2044,jung,status_quo_67,67.000,0.000,47.229,20.425,779.288,2725.393,39.759,5.106,0.269474,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2044,jung,finnland_ratio_light,68.900,1.805,49.034,18.620,710.421,2829.551,39.759,5.106,0.235216,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2044,jung,daenemark_2040,70.267,3.103,50.333,17.322,660.885,2904.472,39.759,5.106,0.212093,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2045,jung,status_quo_67,67.000,0.000,47.155,20.413,796.724,2791.552,36.483,5.234,0.270462,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2045,jung,finnland_ratio_light,69.000,1.900,49.055,18.513,722.565,2904.031,36.483,5.234,0.234449,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2045,jung,daenemark_2040,70.333,3.167,50.322,17.246,673.125,2979.017,36.483,5.234,0.211952,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2046,jung,status_quo_67,67.000,0.000,47.081,20.400,814.550,2858.946,33.337,5.365,0.271376,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2046,jung,finnland_ratio_light,69.100,1.995,49.076,18.405,734.892,2980.091,33.337,5.365,0.233614,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2046,jung,daenemark_2040,70.400,3.230,50.311,17.170,685.579,3055.085,33.337,5.365,0.211738,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2047,jung,status_quo_67,67.000,0.000,47.007,20.388,832.774,2927.958,30.322,5.499,0.272187,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2047,jung,finnland_ratio_light,69.200,2.090,49.097,18.298,747.403,3058.140,30.322,5.499,0.232685,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2047,jung,daenemark_2040,70.467,3.293,50.300,17.094,698.250,3133.094,30.322,5.499,0.211430,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2048,jung,status_quo_67,67.000,0.000,46.932,20.375,851.405,2998.627,27.441,5.636,0.272901,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2048,jung,finnland_ratio_light,69.300,2.185,49.117,18.190,760.101,3138.232,27.441,5.636,0.231667,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2048,jung,daenemark_2040,70.533,3.357,50.289,17.018,711.141,3213.092,27.441,5.636,0.211031,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2049,jung,status_quo_67,67.000,0.000,46.858,20.363,870.453,3070.992,24.700,5.777,0.273520,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2049,jung,finnland_ratio_light,69.400,2.280,49.138,18.083,772.988,3220.418,24.700,5.777,0.230564,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2049,jung,daenemark_2040,70.600,3.420,50.278,16.943,724.256,3295.132,24.700,5.777,0.210547,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2050,jung,status_quo_67,67.000,0.000,46.784,20.350,889.927,3145.094,22.104,5.921,0.274046,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2050,jung,finnland_ratio_light,69.500,2.375,49.159,17.975,786.066,3304.755,22.104,5.921,0.229379,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2050,jung,daenemark_2040,70.667,3.483,50.267,16.867,737.597,3379.264,22.104,5.921,0.209978,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2051,jung,status_quo_67,67.000,0.000,46.710,20.338,909.836,3220.974,19.663,6.070,0.274483,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2051,jung,finnland_ratio_light,69.600,2.470,49.180,17.868,799.336,3391.298,19.663,6.070,0.228114,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2051,jung,daenemark_2040,70.733,3.547,50.256,16.791,751.169,3465.542,19.663,6.070,0.209329,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2052,jung,status_quo_67,67.000,0.000,46.636,20.325,930.190,3298.675,17.384,6.221,0.274833,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2052,jung,finnland_ratio_light,69.700,2.565,49.201,17.760,812.801,3480.105,17.384,6.221,0.226773,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2052,jung,daenemark_2040,70.800,3.610,50.246,16.715,764.976,3554.021,17.384,6.221,0.208600,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2053,jung,status_quo_67,67.000,0.000,46.561,20.313,950.999,3378.240,15.279,6.377,0.275097,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2053,jung,finnland_ratio_light,69.800,2.660,49.221,17.653,826.462,3571.235,15.279,6.377,0.225358,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2053,jung,daenemark_2040,70.867,3.673,50.235,16.639,779.020,3644.756,15.279,6.377,0.207795,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2054,jung,status_quo_67,67.000,0.000,46.487,20.300,972.274,3459.713,13.356,6.536,0.275278,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2054,jung,finnland_ratio_light,69.900,2.755,49.242,17.545,840.322,3664.748,13.356,6.536,0.223871,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2054,jung,daenemark_2040,70.933,3.737,50.224,16.563,793.305,3737.806,13.356,6.536,0.206916,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2055,jung,status_quo_67,67.000,0.000,46.413,20.288,994.023,3543.140,11.620,6.700,0.275378,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2055,jung,finnland_ratio_light,70.000,2.850,49.263,17.438,854.382,3760.707,11.620,6.700,0.222315,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2055,jung,daenemark_2040,71.000,3.800,50.213,16.488,807.835,3833.230,11.620,6.700,0.205966,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2056,jung,status_quo_67,67.000,0.000,46.339,20.275,1016.259,3628.568,10.073,6.867,0.275403,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2056,jung,finnland_ratio_light,70.100,2.945,49.284,17.330,868.645,3859.177,10.073,6.867,0.220696,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2056,jung,daenemark_2040,71.067,3.863,50.202,16.412,822.615,3931.087,10.073,6.867,0.204950,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2057,jung,status_quo_67,67.000,0.000,46.265,20.263,1038.992,3716.044,8.712,7.039,0.275358,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2057,jung,finnland_ratio_light,70.200,3.040,49.305,17.223,883.112,3960.221,8.712,7.039,0.219018,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2057,jung,daenemark_2040,71.133,3.927,50.191,16.336,837.646,4031.440,8.712,7.039,0.203871,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2058,jung,status_quo_67,67.000,0.000,46.190,20.250,1062.234,3805.617,7.533,7.215,0.275247,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2058,jung,finnland_ratio_light,70.300,3.135,49.325,17.115,897.784,4063.909,7.533,7.215,0.217287,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2058,jung,daenemark_2040,71.200,3.990,50.180,16.260,852.934,4134.352,7.533,7.215,0.202737,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2059,jung,status_quo_67,67.000,0.000,46.116,20.238,1085.994,3897.337,6.524,7.395,0.275079,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2059,jung,finnland_ratio_light,70.400,3.230,49.346,17.008,912.664,4170.308,6.524,7.395,0.215511,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2059,jung,daenemark_2040,71.267,4.053,50.170,16.184,868.482,4239.889,6.524,7.395,0.201553,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2060,jung,status_quo_67,67.000,0.000,46.042,20.225,1110.286,3991.255,5.670,7.580,0.274860,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2060,jung,finnland_ratio_light,70.500,3.325,49.367,16.900,927.754,4279.490,5.670,7.580,0.213695,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2060,jung,daenemark_2040,71.333,4.117,50.159,16.108,884.294,4348.118,5.670,7.580,0.200327,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2061,jung,status_quo_67,67.000,0.000,45.968,20.213,1135.120,4087.424,4.954,7.770,0.274598,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2061,jung,finnland_ratio_light,70.600,3.420,49.388,16.793,943.056,4391.527,4.954,7.770,0.211847,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2061,jung,daenemark_2040,71.400,4.180,50.148,16.033,900.374,4459.106,4.954,7.770,0.199065,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2062,jung,status_quo_67,67.000,0.000,45.894,20.200,1160.510,4185.896,4.358,7.964,0.274299,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2062,jung,finnland_ratio_light,70.700,3.515,49.409,16.685,958.570,4506.495,4.358,7.964,0.209974,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2062,jung,daenemark_2040,71.467,4.243,50.137,15.957,916.726,4572.925,4.358,7.964,0.197774,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2063,jung,status_quo_67,67.000,0.000,45.819,20.188,1186.467,4286.728,3.863,8.163,0.273972,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2063,jung,finnland_ratio_light,70.800,3.610,49.429,16.578,974.299,4624.468,3.863,8.163,0.208083,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2063,jung,daenemark_2040,71.533,4.307,50.126,15.881,933.354,4689.647,3.863,8.163,0.196460,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2064,jung,status_quo_67,67.000,0.000,45.745,20.175,1213.004,4389.974,3.452,8.367,0.273620,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2064,jung,finnland_ratio_light,70.900,3.705,49.450,16.470,990.244,4745.527,3.452,8.367,0.206179,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2064,jung,daenemark_2040,71.600,4.370,50.115,15.805,950.262,4809.345,3.452,8.367,0.195129,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2065,jung,status_quo_67,67.000,0.000,45.671,20.163,1240.135,4495.693,3.109,8.576,0.273250,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2065,jung,finnland_ratio_light,71.000,3.800,49.471,16.363,1006.408,4869.752,3.109,8.576,0.204266,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2065,jung,daenemark_2040,71.667,4.433,50.104,15.729,967.454,4932.095,3.109,8.576,0.193785,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
2066,jung,status_quo_67,67.000,0.000,45.597,20.150,1267.871,4603.943,2.821,8.790,0.272866,"Screeningmodell: spaeteres Rentenalter verschiebt pauschal 0,95 Mio. Personen je Altersjahr von Renten- auf Beitragsseite."
